ApplicantID,EmployedWith,ProofOfIdentityProvided,NumberOfDependents
APP-22424,Yes,No,0
APP-22440,Yes,Yes,4
APP-22469,No,Yes,0
APP-22481,Yes,No,4
APP-22482,No,No,1
APP-22503,Yes,Yes,0
APP-22522,No,Yes,2
APP-22537,No,No,1
APP-22540,Yes,Yes,0
APP-22546,Yes,No,0
APP-22559,No,No,2
APP-22584,Yes,No,2
APP-22592,No,No,0
APP-22595,Yes,No,5
APP-22603,No,No,2
APP-22606,Yes,Yes,3
APP-22621,No,No,5
APP-22623,No,No,5
APP-22646,No,No,3
APP-22651,No,No,2
APP-22667,No,No,0
APP-22697,Yes,Yes,2
APP-22717,No,No,2
APP-22742,No,Yes,4
APP-22758,Yes,No,3
APP-22770,No,Yes,1
APP-22778,No,Yes,1
APP-22786,No,No,1
APP-22791,Yes,No,2
APP-22810,Yes,No,1
APP-22842,Yes,Yes,4
APP-22862,Yes,No,2
APP-22867,No,No,0
APP-22875,Yes,Yes,0
APP-22891,Yes,No,2
APP-22956,No,No,5
APP-22989,Yes,Yes,3
APP-22997,Yes,No,3
APP-23054,Yes,No,0
APP-23062,Yes,No,1
APP-23085,No,Yes,4
APP-23086,No,No,2
APP-23118,No,No,4
APP-23148,Yes,Yes,4
APP-23158,No,Yes,5
APP-23168,Yes,No,4
APP-23201,Yes,No,2
APP-23207,Yes,No,1
APP-23230,Yes,No,5
APP-23270,Yes,No,2
APP-23291,Yes,No,5
APP-23365,No,Yes,0
APP-23369,Yes,Yes,1
APP-23372,Yes,No,0
APP-23383,Yes,No,4
APP-23386,No,No,1
APP-23404,Yes,No,4
APP-23450,No,No,0
APP-23507,No,Yes,5
APP-23527,Yes,No,2
APP-23562,Yes,Yes,5
APP-23571,Yes,No,5
APP-23596,No,No,1
APP-23636,Yes,No,4
APP-23657,Yes,Yes,3
APP-23679,Yes,Yes,4
APP-23704,No,Yes,0
APP-23745,Yes,No,0
APP-23766,Yes,Yes,5
APP-23789,No,Yes,5
APP-23794,No,No,2
APP-23809,No,Yes,1
APP-23838,Yes,Yes,3
APP-23846,No,No,0
APP-23880,No,No,1
APP-23897,Yes,No,3
APP-23922,No,No,2
APP-23940,Yes,Yes,1
APP-23974,No,Yes,4
APP-24003,Yes,Yes,5
APP-24027,No,Yes,5
APP-24038,Yes,No,3
APP-24104,No,Yes,4
APP-24117,Yes,No,5
APP-24120,No,No,4
APP-24148,No,Yes,5
APP-24175,Yes,Yes,3
APP-24179,No,Yes,4
APP-24183,No,Yes,3
APP-24198,Yes,No,4
APP-24251,Yes,No,2
APP-24262,No,No,2
APP-24366,Yes,No,1
APP-24449,Yes,Yes,4
APP-24486,Yes,No,2
APP-24526,Yes,No,2
APP-24530,Yes,Yes,2
APP-24626,Yes,No,0
APP-24675,No,Yes,4
APP-24677,No,No,1
APP-24684,Yes,No,2
APP-24722,No,No,3
APP-24725,No,No,0
APP-24775,No,No,4
APP-24823,Yes,No,5
APP-24831,Yes,No,1
APP-24856,No,Yes,2
APP-24920,No,Yes,3
APP-24997,No,No,0
APP-25036,No,Yes,3
APP-25054,Yes,Yes,3
APP-25122,No,Yes,0
APP-25135,Yes,Yes,3
APP-25242,Yes,Yes,2
APP-25273,No,Yes,0
APP-25297,Yes,Yes,4
APP-25305,Yes,Yes,0
APP-25331,No,Yes,5
APP-25393,Yes,No,1
APP-25406,No,No,5
APP-25476,No,No,5
APP-25482,No,No,2
APP-25541,Yes,Yes,4
APP-25611,Yes,No,5
APP-25614,Yes,No,2
APP-25621,Yes,Yes,2
APP-25634,Yes,Yes,0
APP-25720,No,No,5
APP-25784,Yes,Yes,4
APP-25805,No,No,0
APP-25842,Yes,No,1
APP-25849,No,Yes,1
APP-25854,No,Yes,1
APP-25870,Yes,No,0
APP-25887,Yes,Yes,0
APP-25892,No,No,1
APP-25908,No,Yes,0
APP-25922,No,No,3
APP-25965,Yes,Yes,3
APP-25979,Yes,No,3
APP-25995,No,Yes,2
APP-26013,No,Yes,4
APP-26078,Yes,No,5
APP-26088,No,Yes,4
APP-26152,Yes,Yes,4
APP-26172,Yes,Yes,1
APP-26175,Yes,Yes,3
APP-26206,Yes,No,5
APP-26210,No,No,3
APP-26225,Yes,Yes,0
APP-26241,Yes,Yes,2
APP-26245,No,Yes,2
APP-26253,No,No,3
APP-26256,No,No,0
APP-26279,No,No,3
APP-26287,Yes,No,1
APP-26290,No,No,1
APP-26322,No,Yes,4
APP-26399,No,Yes,5
APP-26417,Yes,Yes,5
APP-26422,Yes,Yes,5
APP-26425,No,No,4
APP-26437,Yes,No,3
APP-26444,No,No,4
APP-26447,No,Yes,3
APP-26450,No,No,2
APP-26472,No,Yes,1
APP-26515,No,Yes,0
APP-26527,Yes,No,0
APP-26544,No,Yes,2
APP-26726,No,Yes,5
APP-26741,Yes,No,3
APP-26746,Yes,No,5
APP-26785,Yes,Yes,1
APP-26794,No,No,3
APP-26800,Yes,No,3
APP-26802,No,Yes,2
APP-26809,Yes,Yes,2
APP-26831,Yes,No,4
APP-26860,No,Yes,2
APP-26869,Yes,Yes,4
APP-26878,No,No,5
APP-26890,No,No,5
APP-26896,No,Yes,0
APP-26975,Yes,Yes,4
APP-27009,No,No,4
APP-27027,No,Yes,5
APP-27030,No,No,0
APP-27035,Yes,No,1
APP-27060,No,Yes,3
APP-27079,No,No,5
APP-27091,No,No,3
APP-27097,Yes,Yes,2
APP-27119,Yes,Yes,2
APP-27130,Yes,Yes,1
APP-27143,Yes,Yes,2
APP-27150,Yes,Yes,3
APP-27165,Yes,Yes,5
APP-27184,No,Yes,5
APP-27185,Yes,Yes,4
APP-27198,No,Yes,4
APP-27200,Yes,Yes,2
APP-27217,Yes,Yes,3
APP-27234,Yes,Yes,5
APP-27247,Yes,No,0
APP-27262,No,Yes,0
APP-27264,No,No,5
APP-27287,Yes,Yes,5
APP-27319,Yes,No,5
APP-27340,Yes,Yes,4
APP-27349,No,No,3
APP-27385,No,Yes,5
APP-27453,No,No,4
APP-27473,No,Yes,3
APP-27497,No,Yes,5
APP-27559,Yes,Yes,0
APP-27621,Yes,No,5
APP-27653,No,No,2
APP-27709,No,Yes,1
APP-27713,No,No,2
APP-27722,No,No,3
APP-27741,Yes,No,4
APP-27745,No,No,4
APP-27748,No,Yes,0
APP-27788,Yes,Yes,5
APP-27805,No,No,0
APP-27820,No,Yes,2
APP-27832,Yes,No,5
APP-27838,Yes,No,2
APP-27844,Yes,No,1
APP-27847,No,Yes,3
APP-27854,Yes,Yes,2
APP-1373,No,Yes,2
APP-1421,No,No,0
APP-1435,Yes,Yes,5
APP-1485,No,Yes,3
APP-1508,No,Yes,0
APP-1548,Yes,Yes,1
APP-1584,Yes,Yes,2
APP-1647,No,Yes,5
APP-1652,No,Yes,2
APP-1709,Yes,No,2
APP-1738,Yes,No,4
APP-1786,Yes,No,3
APP-1852,No,Yes,0
APP-1860,Yes,No,0
APP-1898,No,No,0
APP-1939,No,No,1
APP-1951,Yes,Yes,4
APP-1973,No,No,1
APP-1977,Yes,Yes,3
APP-1989,No,Yes,0
APP-1995,Yes,Yes,0
APP-2016,No,No,0
APP-2055,No,No,2
APP-2067,Yes,Yes,2
APP-2077,Yes,No,5
APP-2094,Yes,Yes,0
APP-2132,Yes,Yes,0
APP-2157,No,Yes,2
APP-2192,No,No,1
APP-2204,Yes,Yes,4
APP-2239,No,Yes,1
APP-2247,No,No,4
APP-2258,No,No,2
APP-2271,Yes,Yes,5
APP-2330,Yes,No,5
APP-2334,Yes,Yes,0
APP-2445,No,No,0
APP-2449,Yes,Yes,0
APP-2458,Yes,Yes,1
APP-2464,Yes,Yes,0
APP-2487,No,Yes,4
APP-2523,Yes,Yes,0
APP-2540,Yes,No,2
APP-2553,Yes,No,0
APP-2782,Yes,No,1
APP-2797,No,No,1
APP-2832,Yes,Yes,2
APP-2890,Yes,No,3
APP-2966,No,Yes,1
APP-2977,Yes,No,3
APP-3059,Yes,No,2
APP-3091,No,Yes,0
APP-3116,Yes,Yes,5
APP-3123,Yes,Yes,3
APP-3220,Yes,Yes,2
APP-3266,Yes,No,3
APP-3282,No,No,3
APP-3310,No,Yes,0
APP-3325,No,Yes,5
APP-3345,Yes,Yes,1
APP-3353,Yes,No,3
APP-3358,No,No,4
APP-3367,No,No,0
APP-3400,Yes,No,4
APP-3425,Yes,No,0
APP-3439,Yes,Yes,0
APP-3451,Yes,No,5
APP-3492,Yes,No,1
APP-3609,Yes,Yes,4
APP-3695,No,Yes,3
APP-3723,No,No,0
APP-3743,Yes,Yes,5
APP-3764,Yes,No,4
APP-3771,No,No,4
APP-3778,Yes,No,1
APP-3805,No,No,4
APP-3856,Yes,No,3
APP-3882,No,Yes,4
APP-3907,Yes,Yes,1
APP-3918,Yes,Yes,0
APP-3946,Yes,No,4
APP-3959,Yes,No,4
APP-3970,Yes,Yes,2
APP-4016,No,No,3
APP-4051,Yes,No,5
APP-4065,Yes,No,3
APP-4068,No,Yes,5
APP-4086,No,No,5
APP-4116,No,No,3
APP-4131,No,Yes,5
APP-4204,Yes,Yes,4
APP-4226,No,Yes,3
APP-4261,No,Yes,3
APP-4283,No,Yes,2
APP-4289,Yes,No,1
APP-4300,Yes,No,1
APP-4306,Yes,No,0
APP-4310,No,Yes,5
APP-4317,No,No,5
APP-4345,No,No,5
APP-4379,Yes,Yes,5
APP-4383,No,No,2
APP-4399,No,No,5
APP-4421,Yes,Yes,5
APP-4423,No,No,4
APP-4439,Yes,No,5
APP-4444,No,No,5
APP-4447,No,No,0
APP-4510,No,No,3
APP-4530,No,No,0
APP-4592,No,No,1
APP-4609,Yes,No,0
APP-4635,Yes,No,0
APP-4648,No,No,5
APP-4663,Yes,Yes,2
APP-4726,Yes,No,3
APP-4737,No,Yes,4
APP-4811,No,No,5
APP-4816,Yes,Yes,4
APP-4829,Yes,Yes,2
APP-4886,Yes,Yes,5
APP-4893,Yes,No,2
APP-4922,Yes,No,5
APP-4931,No,No,5
APP-4955,Yes,No,4
APP-5004,Yes,No,5
APP-5072,Yes,Yes,0
APP-5162,No,No,3
APP-5189,Yes,No,4
APP-5224,Yes,No,0
APP-5266,Yes,Yes,0
APP-5274,No,No,1
APP-5291,No,Yes,2
APP-5298,Yes,Yes,5
APP-5304,Yes,Yes,5
APP-5328,Yes,Yes,4
APP-5360,No,No,4
APP-5371,No,No,5
APP-5401,Yes,Yes,3
APP-5417,Yes,No,5
APP-5457,Yes,No,5
APP-5472,Yes,No,4
APP-5478,No,No,0
APP-5497,Yes,No,0
APP-5524,Yes,No,3
APP-5543,Yes,Yes,0
APP-5548,No,Yes,0
APP-5555,No,Yes,4
APP-5561,Yes,No,2
APP-5601,Yes,No,4
APP-5618,Yes,No,1
APP-5627,Yes,Yes,3
APP-5633,Yes,No,5
APP-5636,No,No,0
APP-5656,No,No,4
APP-5664,No,Yes,4
APP-5675,Yes,Yes,5
APP-5677,No,No,5
APP-5707,No,No,0
APP-5739,Yes,Yes,3
APP-5742,Yes,Yes,4
APP-5749,Yes,No,2
APP-5787,Yes,No,5
APP-5793,Yes,Yes,0
APP-5810,No,No,3
APP-5839,Yes,Yes,1
APP-5847,No,No,5
APP-5853,Yes,No,0
APP-5866,No,Yes,1
APP-5920,Yes,Yes,0
APP-5938,No,Yes,4
APP-5953,Yes,No,3
APP-5966,Yes,Yes,2
APP-5980,No,No,1
APP-5984,Yes,No,1
APP-6022,No,No,0
APP-6027,No,No,1
APP-6107,Yes,No,0
APP-6115,Yes,No,0
APP-6127,No,No,1
APP-6144,Yes,No,1
APP-6162,No,Yes,4
APP-6225,No,No,4
APP-6250,Yes,Yes,5
APP-6276,Yes,No,4
APP-6298,No,No,3
APP-6335,Yes,Yes,2
APP-6345,Yes,Yes,4
APP-6377,Yes,Yes,4
APP-6496,No,Yes,0
APP-6514,Yes,No,2
APP-6522,Yes,No,1
APP-6532,No,Yes,3
APP-6554,Yes,Yes,1
APP-6577,Yes,No,0
APP-6586,No,Yes,3
APP-6604,No,No,4
APP-6607,No,Yes,2
APP-6644,Yes,No,2
APP-6672,No,Yes,4
APP-6678,Yes,Yes,1
APP-6701,Yes,Yes,1
APP-6710,Yes,No,4
APP-6716,Yes,Yes,4
APP-6734,No,No,2
APP-6763,Yes,Yes,1
APP-6774,No,Yes,5
APP-6800,No,No,3
APP-6813,No,Yes,3
APP-6850,Yes,Yes,0
APP-6905,No,Yes,0
APP-6928,Yes,No,0
APP-6934,Yes,No,1
APP-6975,No,No,3
APP-6989,Yes,Yes,1
APP-6995,Yes,Yes,4
APP-7003,No,Yes,2
APP-7041,Yes,Yes,5
APP-7045,No,Yes,0
APP-7053,Yes,Yes,4
APP-7062,Yes,Yes,4
APP-7070,Yes,Yes,5
APP-7110,Yes,Yes,2
APP-7121,Yes,Yes,3
APP-7123,No,Yes,3
APP-7129,No,No,4
APP-7178,No,Yes,2
APP-7185,Yes,Yes,3
APP-7201,No,Yes,0
APP-7243,No,Yes,1
APP-7248,No,No,2
APP-7278,Yes,Yes,5
APP-7305,No,No,4
APP-7330,No,No,1
APP-7336,Yes,No,3
APP-7439,No,No,3
APP-7461,Yes,No,5
APP-7486,No,Yes,2
APP-7576,No,Yes,1
APP-7662,No,No,3
APP-7676,Yes,No,2
APP-7679,Yes,No,1
APP-7693,No,Yes,4
APP-7730,Yes,Yes,4
APP-7778,Yes,No,3
APP-7794,No,Yes,2
APP-7804,Yes,No,0
APP-7847,Yes,No,3
APP-7882,Yes,Yes,0
APP-7912,Yes,No,1
APP-7954,No,No,2
APP-8013,No,Yes,5
APP-8036,No,No,3
APP-8062,No,No,4
APP-8115,No,Yes,1
APP-8154,No,Yes,5
APP-8172,Yes,Yes,1
APP-8184,No,No,1
APP-8247,Yes,Yes,0
APP-8258,No,Yes,0
APP-8263,No,Yes,5
APP-8307,Yes,Yes,1
APP-8338,No,Yes,3
APP-8384,Yes,Yes,0
APP-8404,No,No,2
APP-8474,Yes,No,4
APP-8492,No,No,3
APP-8504,Yes,No,5
APP-8513,Yes,Yes,5
APP-8516,Yes,No,2
APP-8526,Yes,Yes,5
APP-8547,Yes,Yes,5
APP-8553,No,Yes,0
APP-8608,Yes,Yes,4
APP-8677,Yes,Yes,1
APP-8759,Yes,Yes,4
APP-8832,No,No,1
APP-8841,No,No,5
APP-8894,No,Yes,2
APP-8904,No,No,2
APP-8908,Yes,No,3
APP-8967,Yes,No,2
APP-8972,Yes,No,0
APP-8978,No,Yes,0
APP-8991,No,No,4
APP-9030,Yes,No,5
APP-9069,Yes,Yes,1
APP-9092,Yes,Yes,5
APP-9095,Yes,Yes,4
APP-9121,No,No,3
APP-9124,Yes,Yes,5
APP-9130,No,No,3
APP-9145,Yes,No,5
APP-9174,No,Yes,0
APP-9204,No,No,3
APP-9242,No,No,5
APP-9301,No,Yes,0
APP-9310,No,Yes,1
APP-9337,No,No,4
APP-9376,No,No,5
APP-9386,No,No,3
APP-9414,No,Yes,1
APP-9472,No,Yes,3
APP-9477,No,No,2
APP-9531,No,No,3
APP-9537,Yes,Yes,1
APP-9539,Yes,No,3
APP-9567,Yes,No,2
APP-9581,No,Yes,3
APP-9590,No,No,1
APP-9625,Yes,Yes,0
APP-9680,No,No,1
APP-9708,No,Yes,0
APP-9716,Yes,Yes,0
APP-9718,No,No,4
APP-9725,No,No,5
APP-9752,Yes,No,1
APP-9758,No,Yes,4
APP-9797,No,No,0
APP-9847,Yes,Yes,3
APP-9884,Yes,No,0
APP-9992,No,No,1
APP-10003,Yes,Yes,1
APP-10006,Yes,Yes,1
APP-10016,Yes,No,1
APP-10051,No,No,3
APP-10061,No,No,4
APP-10103,No,Yes,2
APP-10172,Yes,No,4
APP-10189,No,Yes,0
APP-10190,Yes,Yes,1
APP-10195,Yes,Yes,1
APP-10206,Yes,Yes,2
APP-10231,Yes,Yes,4
APP-10235,No,Yes,0
APP-10239,No,No,1
APP-10316,Yes,No,5
APP-10328,No,No,2
APP-10347,No,Yes,2
APP-10406,No,Yes,5
APP-10410,Yes,No,0
APP-10432,No,Yes,2
APP-10435,Yes,Yes,5
APP-10468,No,No,2
APP-10470,Yes,Yes,4
APP-10518,No,No,1
APP-10541,Yes,No,4
APP-10548,Yes,Yes,2
APP-10599,No,Yes,3
APP-10605,No,No,0
APP-10609,No,No,2
APP-10675,No,No,2
APP-10695,Yes,No,5
APP-10698,No,Yes,4
APP-10725,Yes,Yes,0
APP-10740,Yes,No,5
APP-10755,No,Yes,1
APP-10763,No,No,0
APP-10786,No,No,2
APP-10802,No,No,4
APP-10814,No,Yes,3
APP-10856,Yes,No,2
APP-10867,Yes,Yes,0
APP-10904,No,No,5
APP-10968,Yes,No,5
APP-10992,Yes,No,0
APP-11063,Yes,Yes,3
APP-11070,No,No,0
APP-11086,Yes,No,5
APP-11151,No,Yes,0
APP-11156,No,No,5
APP-11162,Yes,No,4
APP-11222,No,No,0
APP-11236,No,Yes,1
APP-11259,No,No,3
APP-11284,No,No,2
APP-11289,Yes,No,3
APP-11302,No,No,5
APP-11312,Yes,Yes,2
APP-11378,No,Yes,4
APP-11391,No,Yes,0
APP-11406,No,Yes,5
APP-11423,Yes,No,2
APP-11448,Yes,Yes,2
APP-11461,Yes,No,4
APP-11533,Yes,No,5
APP-11542,Yes,Yes,3
APP-11558,No,Yes,5
APP-11590,Yes,No,3
APP-11671,No,Yes,3
APP-11688,Yes,Yes,0
APP-11704,No,No,4
APP-11775,No,No,2
APP-11788,No,No,3
APP-11836,No,No,3
APP-11850,Yes,No,3
APP-11856,No,Yes,1
APP-11891,Yes,No,0
APP-11905,Yes,Yes,3
APP-11920,No,No,5
APP-11928,Yes,No,1
APP-11944,No,No,4
APP-11983,Yes,No,2
APP-12009,Yes,Yes,3
APP-12104,Yes,Yes,0
APP-12113,Yes,Yes,3
APP-12122,Yes,Yes,0
APP-12127,Yes,No,1
APP-12166,Yes,Yes,0
APP-12182,No,No,5
APP-12261,Yes,No,4
APP-12277,No,Yes,0
APP-12283,Yes,Yes,5
APP-12321,No,Yes,2
APP-12334,Yes,No,1
APP-12361,Yes,No,0
APP-12391,No,Yes,3
APP-12393,Yes,Yes,4
APP-12435,No,Yes,2
APP-12471,Yes,Yes,0
APP-12504,No,No,0
APP-12531,Yes,No,2
APP-12543,Yes,Yes,2
APP-12548,No,No,0
APP-12553,Yes,Yes,3
APP-12623,No,Yes,3
APP-12649,Yes,No,3
APP-12667,No,Yes,0
APP-12668,Yes,Yes,1
APP-12712,No,No,0
APP-12720,No,Yes,1
APP-12726,Yes,Yes,3
APP-12734,Yes,No,0
APP-12848,Yes,Yes,5
APP-12944,No,Yes,3
APP-12961,Yes,Yes,0
APP-12991,Yes,No,3
APP-13020,Yes,Yes,2
APP-13046,Yes,No,5
APP-13126,No,No,0
APP-13132,No,Yes,1
APP-13154,No,No,3
APP-13175,No,No,5
APP-13194,No,Yes,5
APP-13234,Yes,No,5
APP-13250,Yes,No,4
APP-13260,No,Yes,1
APP-13272,No,Yes,4
APP-13280,No,Yes,3
APP-13288,Yes,Yes,5
APP-13293,Yes,Yes,0
APP-13297,Yes,No,0
APP-13334,No,Yes,0
APP-13347,No,Yes,4
APP-13361,No,Yes,5
APP-13390,Yes,No,3
APP-13398,No,Yes,2
APP-13423,Yes,Yes,0
APP-13454,Yes,Yes,3
APP-13457,No,No,2
APP-13481,Yes,Yes,2
APP-13487,Yes,Yes,3
APP-13523,No,Yes,0
APP-13532,No,Yes,0
APP-13539,Yes,No,1
APP-13570,No,Yes,3
APP-13628,Yes,Yes,5
APP-13650,No,No,2
APP-13660,No,Yes,4
APP-13690,No,No,4
APP-13712,No,Yes,5
APP-13733,Yes,No,0
APP-13735,Yes,No,1
APP-13744,Yes,No,5
APP-13821,Yes,No,4
APP-13842,No,Yes,0
APP-13874,Yes,No,1
APP-13906,Yes,Yes,4
APP-13951,Yes,No,2
APP-14030,No,Yes,4
APP-14051,Yes,Yes,4
APP-14065,No,No,4
APP-14122,Yes,Yes,4
APP-14130,Yes,No,0
APP-14138,Yes,No,3
APP-14144,No,Yes,2
APP-14153,No,Yes,3
APP-14195,No,Yes,0
APP-14201,Yes,No,4
APP-14207,Yes,No,1
APP-14278,No,No,1
APP-14287,Yes,No,3
APP-14388,No,Yes,5
APP-14428,No,Yes,1
APP-14455,Yes,Yes,3
APP-14471,No,No,2
APP-14552,Yes,Yes,1
APP-14580,Yes,No,5
APP-14586,Yes,No,4
APP-14608,No,Yes,0
APP-14651,Yes,Yes,2
APP-14656,No,Yes,1
APP-14665,No,No,1
APP-14672,No,Yes,3
APP-14735,No,Yes,2
APP-14754,Yes,No,0
APP-14780,Yes,Yes,0
APP-14842,Yes,Yes,3
APP-14884,No,No,3
APP-14887,No,No,3
APP-14894,No,No,1
APP-14901,No,Yes,2
APP-14941,No,Yes,0
APP-14960,Yes,No,4
APP-15002,No,Yes,0
APP-15028,No,No,5
APP-15035,Yes,Yes,2
APP-15048,No,Yes,3
APP-15166,Yes,Yes,1
APP-15210,No,No,0
APP-15247,No,No,4
APP-15251,No,Yes,1
APP-15284,Yes,No,0
APP-15322,No,Yes,2
APP-15354,No,Yes,0
APP-15377,Yes,Yes,4
APP-15390,No,Yes,1
APP-15431,No,Yes,0
APP-15487,No,Yes,4
APP-15497,Yes,Yes,0
APP-15503,Yes,Yes,0
APP-15617,No,Yes,5
APP-15630,Yes,No,3
APP-15639,Yes,No,4
APP-15686,No,No,0
APP-15708,No,Yes,5
APP-15772,No,Yes,1
APP-15784,Yes,No,2
APP-15793,Yes,No,3
APP-15801,Yes,No,5
APP-15814,Yes,No,3
APP-15848,No,No,3
APP-15967,No,No,2
APP-15990,Yes,No,4
APP-16004,Yes,No,1
APP-16007,Yes,No,2
APP-16025,Yes,Yes,1
APP-16034,Yes,Yes,1
APP-16070,No,Yes,3
APP-16076,No,Yes,0
APP-16134,No,Yes,1
APP-16155,Yes,Yes,1
APP-16197,No,Yes,1
APP-16210,No,No,1
APP-16238,No,Yes,3
APP-16251,Yes,No,1
APP-16267,No,Yes,0
APP-16270,No,No,5
APP-16280,No,No,4
APP-16284,Yes,Yes,4
APP-16317,Yes,No,1
APP-16341,Yes,Yes,3
APP-16343,Yes,No,0
APP-16349,No,No,0
APP-16371,Yes,Yes,1
APP-16403,Yes,Yes,3
APP-16405,Yes,Yes,4
APP-16417,Yes,No,5
APP-16440,Yes,No,2
APP-16497,No,Yes,1
APP-16503,No,Yes,1
APP-16539,Yes,Yes,1
APP-16567,Yes,Yes,3
APP-16580,Yes,No,2
APP-16587,Yes,Yes,3
APP-16592,No,Yes,1
APP-16600,No,No,2
APP-16623,No,Yes,0
APP-16658,No,Yes,0
APP-16660,Yes,Yes,5
APP-16672,No,No,2
APP-16678,No,No,1
APP-16683,No,Yes,3
APP-16692,Yes,No,1
APP-16702,No,No,2
APP-16711,No,No,5
APP-16731,No,No,1
APP-16760,Yes,Yes,1
APP-16765,No,Yes,0
APP-16838,No,No,4
APP-16859,No,Yes,3
APP-16868,No,Yes,5
APP-16874,No,Yes,1
APP-16937,Yes,No,0
APP-16969,No,Yes,4
APP-16996,Yes,Yes,0
APP-17002,No,Yes,1
APP-17009,Yes,No,3
APP-17037,No,No,4
APP-17053,No,Yes,1
APP-17098,No,No,2
APP-17120,No,No,5
APP-17157,No,No,5
APP-17179,No,Yes,1
APP-17203,Yes,No,0
APP-17207,Yes,No,1
APP-17236,Yes,Yes,2
APP-17251,Yes,Yes,5
APP-17296,No,Yes,2
APP-17302,No,No,1
APP-17322,No,No,2
APP-17329,Yes,Yes,0
APP-17335,Yes,Yes,2
APP-17351,No,No,5
APP-17359,No,No,2
APP-17378,Yes,No,3
APP-17384,No,No,0
APP-17387,No,Yes,5
APP-17390,Yes,Yes,2
APP-17400,No,No,5
APP-17414,Yes,Yes,1
APP-17443,No,Yes,2
APP-17454,Yes,Yes,4
APP-17462,Yes,No,4
APP-17475,No,Yes,5
APP-17503,Yes,Yes,0
APP-17515,No,No,4
APP-17545,Yes,No,4
APP-17553,Yes,No,2
APP-17582,Yes,No,0
APP-17592,Yes,Yes,3
APP-17599,No,Yes,2
APP-17604,Yes,No,3
APP-17606,No,Yes,1
APP-17626,No,No,5
APP-17641,No,Yes,4
APP-17655,Yes,Yes,2
APP-17657,No,No,0
APP-17671,Yes,No,4
APP-17700,Yes,No,1
APP-17706,Yes,No,5
APP-17717,Yes,No,4
APP-17726,Yes,No,4
APP-17743,No,No,3
APP-17747,Yes,Yes,1
APP-17769,Yes,No,0
APP-17780,No,No,4
APP-17784,Yes,No,4
APP-17810,Yes,No,5
APP-17828,Yes,Yes,0
APP-17849,No,Yes,0
APP-17859,Yes,Yes,2
APP-17883,Yes,Yes,2
APP-17884,No,Yes,4
APP-17969,No,No,2
APP-17972,No,Yes,4
APP-17979,No,Yes,0
APP-17986,Yes,No,2
APP-17999,Yes,Yes,5
APP-18000,Yes,No,1
APP-18015,Yes,Yes,1
APP-18063,Yes,No,0
APP-18091,Yes,Yes,4
APP-18131,No,No,1
APP-18132,No,No,2
APP-18137,Yes,No,3
APP-18155,No,Yes,4
APP-18156,Yes,Yes,2
APP-18166,Yes,No,4
APP-18183,No,Yes,5
APP-18210,Yes,Yes,5
APP-18255,Yes,Yes,2
APP-18265,Yes,Yes,0
APP-18283,No,Yes,0
APP-18291,No,Yes,0
APP-18296,Yes,Yes,0
APP-18340,No,Yes,2
APP-18392,No,Yes,1
APP-18420,No,No,2
APP-18460,No,No,2
APP-18478,Yes,Yes,3
APP-18482,Yes,No,3
APP-18493,No,No,5
APP-18521,No,No,2
APP-18540,No,No,0
APP-18555,No,Yes,3
APP-18567,No,No,3
APP-18575,No,No,2
APP-18592,No,Yes,4
APP-18603,No,No,3
APP-18616,No,No,0
APP-18623,Yes,Yes,5
APP-18638,Yes,Yes,2
APP-18666,Yes,No,4
APP-18678,No,No,1
APP-18680,No,No,0
APP-18691,No,No,0
APP-18712,Yes,Yes,2
APP-18719,Yes,Yes,1
APP-18720,No,No,0
APP-18781,Yes,No,0
APP-18816,Yes,No,2
APP-18872,Yes,No,0
APP-18921,Yes,No,5
APP-19056,No,Yes,4
APP-19088,Yes,Yes,1
APP-19094,No,Yes,3
APP-19099,Yes,Yes,3
APP-19109,No,No,1
APP-19130,Yes,Yes,5
APP-19138,No,No,4
APP-19157,No,No,2
APP-19163,Yes,No,2
APP-19181,No,Yes,3
APP-19188,No,Yes,0
APP-19198,Yes,No,1
APP-19229,Yes,No,4
APP-19262,No,No,2
APP-19329,No,No,1
APP-19430,Yes,Yes,0
APP-19435,Yes,Yes,3
APP-19452,No,No,0
APP-19531,No,Yes,4
APP-19570,No,No,5
APP-19622,Yes,No,5
APP-19642,No,Yes,3
APP-19668,Yes,Yes,0
APP-19714,Yes,No,5
APP-19741,No,No,4
APP-19746,No,No,5
APP-19800,Yes,Yes,4
APP-19837,Yes,Yes,4
APP-19845,No,No,1
APP-19880,No,Yes,4
APP-19944,No,No,2
APP-19955,No,Yes,4
APP-19999,Yes,No,0
APP-20010,No,Yes,2
APP-20041,No,No,3
APP-20052,No,No,5
APP-20073,No,Yes,5
APP-20078,No,Yes,2
APP-20116,Yes,No,0
APP-20150,Yes,Yes,5
APP-20156,No,No,5
APP-20215,Yes,Yes,3
APP-20245,Yes,Yes,0
APP-20272,No,No,0
APP-20282,No,No,1
APP-20395,Yes,Yes,1
APP-20432,No,Yes,0
APP-20442,No,Yes,4
APP-20450,No,Yes,1
APP-20457,No,Yes,5
APP-20475,Yes,No,0
APP-20482,Yes,Yes,2
APP-20503,Yes,Yes,0
APP-20521,No,No,0
APP-20548,No,Yes,3
APP-20580,No,No,1
APP-20592,No,No,3
APP-20614,No,Yes,4
APP-20626,No,No,0
APP-20638,Yes,Yes,1
APP-20676,Yes,No,1
